"","state","week_end","percent_visits_rsv_state"
"3726","Montana",2024-08-24,0
"3727","New Jersey",2024-08-24,0.02
"3728","Oregon",2024-08-24,0
"3729","South Dakota",2024-08-24,0.02
"3730","Tennessee",2024-08-24,0.03
"3731","United States",2024-08-24,0.02
"3732","Utah",2024-08-24,0.01
"3733","Wisconsin",2024-08-24,0.01
"3734","Arizona",2024-08-31,0.01
"3735","Arkansas",2024-08-31,0.04
"3736","Delaware",2024-08-31,0.03
"3737","Iowa",2024-08-31,0.01
"3738","Kansas",2024-08-31,0.02
"3739","New Mexico",2024-08-31,0
"3740","North Dakota",2024-08-31,0
"3741","Pennsylvania",2024-08-31,0.01
"3742","West Virginia",2024-08-31,0.02
"3743","Wisconsin",2024-08-31,0
"3744","Arizona",2024-09-07,0.01
"3745","District of Columbia",2024-09-07,0.05
"3746","Louisiana",2024-09-07,0.02
"3747","Maryland",2024-09-07,0.04
"3748","Mississippi",2024-09-07,0.07
"3749","North Dakota",2024-09-07,0
"3750","Ohio",2024-09-07,0.01
"3751","Oklahoma",2024-09-07,0.02
"3752","Tennessee",2024-09-07,0.04
"3753","Wyoming",2024-09-07,0
"3754","District of Columbia",2024-09-14,0.04
"3755","Louisiana",2024-09-14,0.04
"3756","Minnesota",2024-09-14,0.01
"3757","North Carolina",2024-09-14,0.02
"3758","Oklahoma",2024-09-14,0.01
"3759","Texas",2024-09-14,0.05
"3760","United States",2024-09-14,0.03
"3761","Wisconsin",2024-09-14,0.01
"3762","Alaska",2024-09-21,0.13
"3763","California",2024-09-21,0.02
"3764","Delaware",2024-09-21,0.1
"3765","Hawaii",2024-09-21,0.09
"3766","Iowa",2024-09-21,0.02
"3767","Kansas",2024-09-21,0.03
"3768","Kentucky",2024-09-21,0.01
"3769","Louisiana",2024-09-21,0.02
"3770","Minnesota",2024-09-21,0.01
"3771","Nevada",2024-09-21,0
"3772","New Hampshire",2024-09-21,0
"3773","North Carolina",2024-09-21,0.02
"3774","Washington",2024-09-21,0.02
"3775","District of Columbia",2024-09-28,0.01
"3776","New Mexico",2024-09-28,0.01
"3777","North Carolina",2024-09-28,0.02
"3778","Pennsylvania",2024-09-28,0.02
"3779","Rhode Island",2024-09-28,0
"3780","Utah",2024-09-28,0
"3781","Washington",2024-09-28,0.02
"3782","West Virginia",2024-09-28,0.01
"3783","Alaska",2024-10-05,0.05
"3784","Arizona",2024-10-05,0.01
"3785","Arkansas",2024-10-05,0.05
"3786","California",2024-10-05,0.02
"3787","District of Columbia",2024-10-05,0.04
"3788","Florida",2024-10-05,0.26
"3789","Georgia",2024-10-05,0.12
"3790","Idaho",2024-10-05,0.02
"3791","Iowa",2024-10-05,0.02
"3792","Minnesota",2024-10-05,0.02
"3793","Montana",2024-10-05,0
"3794","Nevada",2024-10-05,0.02
"3795","North Carolina",2024-10-05,0.03
"3796","North Dakota",2024-10-05,0
"3797","Oklahoma",2024-10-05,0.01
"3798","Tennessee",2024-10-05,0.13
"3799","Texas",2024-10-05,0.14
"3800","South Dakota",2022-12-31,0.87
"3801","Virginia",2022-12-31,0.25
"3802","West Virginia",2022-12-31,0.55
"3803","Wisconsin",2022-12-31,0.51
"3804","Arizona",2023-01-07,0.6
"3805","Arkansas",2023-01-07,0.25
"3806","California",2023-01-07,0.47
"3807","Colorado",2023-01-07,0.65
"3808","Idaho",2023-01-07,1.23
"3809","Indiana",2023-01-07,0.24
"3810","Louisiana",2023-01-07,0.17
"3811","Michigan",2023-01-07,0.39
"3812","Mississippi",2023-01-07,0.12
"3813","Montana",2023-01-07,1.4
"3814","New Jersey",2023-01-07,0.22
"3815","New Mexico",2023-01-07,0.91
"3816","New York",2023-01-07,0.15
"3817","North Carolina",2023-01-07,0.33
"3818","South Carolina",2023-01-07,0.14
"3819","Tennessee",2023-01-07,0.28
"3820","Texas",2023-01-07,0.31
"3821","United States",2023-01-07,0.33
"3822","Utah",2023-01-07,1.35
"3823","Virginia",2023-01-07,0.2
"3824","Wyoming",2023-01-07,1.39
"3825","Alabama",2023-01-14,0.11
"3826","Arizona",2023-01-14,0.42
"3827","Colorado",2023-01-14,0.32
"3828","Connecticut",2023-01-14,0.09
"3829","District of Columbia",2023-01-14,0.36
"3830","Indiana",2023-01-14,0.18
"3831","Iowa",2023-01-14,0.4
"3832","Louisiana",2023-01-14,0.11
"3833","Maryland",2023-01-14,0.24
"3834","Nevada",2023-01-14,0.42
"3835","New Hampshire",2023-01-14,0.13
"3836","North Carolina",2023-01-14,0.22
"3837","Ohio",2023-01-14,0.12
"3838","Rhode Island",2023-01-14,0.16
"3839","Utah",2023-01-14,0.77
"3840","Vermont",2023-01-14,0.58
"3841","Delaware",2023-01-21,0.15
"3842","Hawaii",2023-01-21,0.11
"3843","Illinois",2023-01-21,0.17
"3844","Maryland",2023-01-21,0.14
"3845","Montana",2023-01-21,0.83
"3846","Nebraska",2023-01-21,0.12
"3847","Ohio",2023-01-21,0.09
"3848","Oklahoma",2023-01-21,0.22
"3849","South Carolina",2023-01-21,0.07
"3850","United States",2023-01-21,0.18
"3851","Utah",2023-01-21,0.59
"3852","Washington",2023-01-21,0.45
"3853","Alaska",2023-01-28,0.88
"3854","Florida",2023-01-28,0.12
"3855","Georgia",2023-01-28,0.07
"3856","Illinois",2023-01-28,0.16
"3857","Indiana",2023-01-28,0.08
"3858","Maine",2023-01-28,0.11
"3859","Maryland",2023-01-28,0.13
"3860","Minnesota",2023-01-28,0.38
"3861","Montana",2023-01-28,0.77
"3862","New Hampshire",2023-01-28,0.08
"3863","North Carolina",2023-01-28,0.12
"3864","Ohio",2023-01-28,0.06
"3865","Pennsylvania",2023-01-28,0.11
"3866","Tennessee",2023-01-28,0.15
"3867","United States",2023-01-28,0.15
"3868","Vermont",2023-01-28,0.42
"3869","Arkansas",2023-02-04,0.12
"3870","Delaware",2023-02-04,0.15
"3871","Florida",2023-02-04,0.11
"3872","Georgia",2023-02-04,0.06
"3873","Kentucky",2023-02-04,0.14
"3874","Louisiana",2023-02-04,0.07
"3875","Maryland",2023-02-04,0.11
"3876","Michigan",2023-02-04,0.1
"3877","North Carolina",2023-02-04,0.11
"3878","Pennsylvania",2023-02-04,0.08
"3879","South Dakota",2023-02-04,0.26
"3880","Texas",2023-02-04,0.15
"3881","Arizona",2023-02-11,0.17
"3882","Connecticut",2023-02-11,0.06
"3883","Florida",2023-02-11,0.11
"3884","Iowa",2023-02-11,0.26
"3885","Louisiana",2023-02-11,0.05
"3886","Maine",2023-02-11,0.08
"3887","Massachusetts",2023-02-11,0.09
"3888","Michigan",2023-02-11,0.09
"3889","Minnesota",2023-02-11,0.32
"3890","Mississippi",2023-02-11,0.07
"3891","Nebraska",2023-02-11,0.12
"3892","North Dakota",2023-02-11,0.44
"3893","Ohio",2023-02-11,0.05
"3894","South Carolina",2023-02-11,0.07
"3895","United States",2023-02-11,0.11
"3896","Wyoming",2023-02-11,0.23
"3897","Alabama",2023-02-18,0.04
"3898","Alaska",2023-02-18,0.37
"3899","Arizona",2023-02-18,0.14
"3900","Connecticut",2023-02-18,0.03
"3901","Illinois",2023-02-18,0.1
"3902","Iowa",2023-02-18,0.17
"3903","Louisiana",2023-02-18,0.04
"3904","Maryland",2023-02-18,0.09
"3905","Nevada",2023-02-18,0.15
"3906","New Mexico",2023-02-18,0.17
"3907","New York",2023-02-18,0.05
"3908","Ohio",2023-02-18,0.04
"3909","Rhode Island",2023-02-18,0.03
"3910","United States",2023-02-18,0.09
"3911","Wisconsin",2023-02-18,0.09
"3912","Wyoming",2023-02-18,0.36
"3913","Alaska",2023-02-25,0.47
"3914","Arkansas",2023-02-25,0.09
"3915","Illinois",2023-02-25,0.08
"3916","Maryland",2023-02-25,0.09
"3917","Massachusetts",2023-02-25,0.09
"3918","Ohio",2023-02-25,0.03
"3919","South Dakota",2023-02-25,0.17
"3920","Tennessee",2023-02-25,0.11
"3921","Texas",2023-02-25,0.11
"3922","United States",2023-02-25,0.08
"3923","Virginia",2023-02-25,0.08
"3924","Wisconsin",2023-02-25,0.08
"3925","California",2023-03-04,0.08
"3926","Delaware",2023-03-04,0.06
"3927","Hawaii",2023-03-04,0.05
"3928","Idaho",2023-03-04,0.1
"3929","Indiana",2023-03-04,0.07
"3930","Iowa",2023-03-04,0.23
"3931","Louisiana",2023-03-04,0.04
"3932","Montana",2023-03-04,0.19
"3933","Nebraska",2023-03-04,0.08
"3934","Nevada",2023-03-04,0.08
"3935","New Jersey",2023-03-04,0.05
"3936","New Mexico",2023-03-04,0.12
"3937","New York",2023-03-04,0.04
"3938","United States",2023-03-04,0.07
"3939","District of Columbia",2023-03-11,0.08
"3940","Georgia",2023-03-11,0.04
"3941","Kentucky",2023-03-11,0.06
"3942","Nebraska",2023-03-11,0.07
"3943","Rhode Island",2023-03-11,0.06
"3944","Texas",2023-03-11,0.1
"3945","United States",2023-03-11,0.07
"3946","Virginia",2023-03-11,0.07
"3947","Arkansas",2023-03-18,0.05
"3948","Connecticut",2023-03-18,0.03
"3949","Georgia",2023-03-18,0.03
"3950","Illinois",2023-03-18,0.04
"3951","Michigan",2023-03-18,0.06
"3952","Montana",2023-03-18,0.1
"3953","Nebraska",2023-03-18,0.04
"3954","Pennsylvania",2023-03-18,0.03
"3955","South Dakota",2023-03-18,0.08
"3956","Alabama",2023-03-25,0.04
"3957","Arizona",2023-03-25,0.05
"3958","Arkansas",2023-03-25,0.07
"3959","Delaware",2023-03-25,0.03
"3960","Hawaii",2023-03-25,0.01
"3961","Idaho",2023-03-25,0.06
"3962","Iowa",2023-03-25,0.15
"3963","Maine",2023-03-25,0.02
"3964","Nebraska",2023-03-25,0.02
"3965","New Jersey",2023-03-25,0.02
"3966","New York",2023-03-25,0.03
"3967","Rhode Island",2023-03-25,0.07
"3968","Virginia",2023-03-25,0.03
"3969","Colorado",2023-04-01,0.04
"3970","Hawaii",2023-04-01,0.09
"3971","Illinois",2023-04-01,0.05
"3972","Maine",2023-04-01,0.02
"3973","Maryland",2023-04-01,0.03
"3974","Massachusetts",2023-04-01,0.06
"3975","Michigan",2023-04-01,0.03
"3976","New Jersey",2023-04-01,0.02
"3977","Pennsylvania",2023-04-01,0.03
"3978","Vermont",2023-04-01,0.04
"3979","Alaska",2023-04-08,0.19
"3980","Illinois",2023-04-08,0.04
"3981","Kansas",2023-04-08,0.02
"3982","Kentucky",2023-04-08,0.06
"3983","Maryland",2023-04-08,0.02
"3984","Mississippi",2023-04-08,0.05
"3985","Ohio",2023-04-08,0.01
"3986","West Virginia",2023-04-08,0.03
"3987","Arkansas",2023-04-15,0.05
"3988","Idaho",2023-04-15,0.05
"3989","Illinois",2023-04-15,0.03
"3990","Iowa",2023-04-15,0.06
"3991","Kansas",2023-04-15,0.01
"3992","Michigan",2023-04-15,0.03
"3993","Montana",2023-04-15,0.08
"3994","New Hampshire",2023-04-15,0.02
"3995","New Jersey",2023-04-15,0.03
"3996","New Mexico",2023-04-15,0.01
"3997","New York",2023-04-15,0.02
"3998","North Carolina",2023-04-15,0.02
"3999","Oregon",2023-04-15,0.01
"4000","Arizona",2023-04-22,0.02
"4001","Colorado",2023-04-22,0.02
"4002","Connecticut",2023-04-22,0.01
"4003","Indiana",2023-04-22,0.03
"4004","Iowa",2023-04-22,0.09
"4005","Nebraska",2023-04-22,0.02
"4006","New York",2023-04-22,0.02
"4007","North Carolina",2023-04-22,0.02
"4008","Vermont",2023-04-22,0.06
"4009","Wisconsin",2023-04-22,0.02
"4010","California",2023-04-29,0.02
"4011","Indiana",2023-04-29,0.03
"4012","Louisiana",2023-04-29,0.02
"4013","Montana",2023-04-29,0.07
"4014","New Jersey",2023-04-29,0.01
"4015","Ohio",2023-04-29,0.01
"4016","Rhode Island",2023-04-29,0.01
"4017","Utah",2023-04-29,0.01
"4018","Virginia",2023-04-29,0.03
"4019","Washington",2023-04-29,0.01
"4020","Alaska",2023-05-06,0.21
"4021","Delaware",2023-05-06,0.02
"4022","District of Columbia",2023-05-06,0.04
"4023","Hawaii",2023-05-06,0.08
"4024","Illinois",2023-05-06,0.02
"4025","Indiana",2023-05-06,0.04
"4026","Kentucky",2023-05-06,0.04
"4027","Louisiana",2023-05-06,0.02
"4028","Maryland",2023-05-06,0.02
"4029","Massachusetts",2023-05-06,0.02
"4030","Nebraska",2023-05-06,0
"4031","New Mexico",2023-05-06,0.03
"4032","Pennsylvania",2023-05-06,0.01
"4033","Rhode Island",2023-05-06,0
"4034","South Carolina",2023-05-06,0.03
"4035","South Dakota",2023-05-06,0
"4036","Texas",2023-05-06,0.06
"4037","Utah",2023-05-06,0
"4038","Arizona",2023-05-13,0.02
"4039","Arkansas",2023-05-13,0.03
"4040","Connecticut",2023-05-13,0.01
"4041","District of Columbia",2023-05-13,0.02
"4042","Michigan",2023-05-13,0.02
"4043","Minnesota",2023-05-13,0.02
"4044","Nebraska",2023-05-13,0.01
"4045","Nevada",2023-05-13,0.02
"4046","New Mexico",2023-05-13,0.02
"4047","New York",2023-05-13,0.02
"4048","North Carolina",2023-05-13,0.03
"4049","North Dakota",2023-05-13,0.02
"4050","Oregon",2023-05-13,0
"4051","South Dakota",2023-05-13,0
"4052","Vermont",2023-05-13,0
"4053","Virginia",2023-05-13,0.04
"4054","West Virginia",2023-05-13,0.02
"4055","Alabama",2023-05-20,0.04
"4056","Arizona",2023-05-20,0.01
"4057","Connecticut",2023-05-20,0.02
"4058","Delaware",2023-05-20,0
"4059","Georgia",2023-05-20,0.01
"4060","Maryland",2023-05-20,0.01
"4061","Minnesota",2023-05-20,0
"4062","Mississippi",2023-05-20,0.05
"4063","Nebraska",2023-05-20,0
"4064","Nevada",2023-05-20,0.01
"4065","Oklahoma",2023-05-20,0.02
"4066","Texas",2023-05-20,0.05
"4067","United States",2023-05-20,0.02
"4068","Delaware",2023-05-27,0
"4069","Idaho",2023-05-27,0.02
"4070","Nebraska",2023-05-27,0.01
"4071","Nevada",2023-05-27,0.02
"4072","Oregon",2023-05-27,0
"4073","Pennsylvania",2023-05-27,0
"4074","Rhode Island",2023-05-27,0.01
"4075","South Dakota",2023-05-27,0
"4076","Vermont",2023-05-27,0
"4077","Washington",2023-05-27,0.01
"4078","Wyoming",2023-05-27,0.03
"4079","Colorado",2023-06-03,0.01
"4080","Delaware",2023-06-03,0.02
"4081","District of Columbia",2023-06-03,0.05
"4082","Kansas",2023-06-03,0.01
"4083","Kentucky",2023-06-03,0.02
"4084","Louisiana",2023-06-03,0.03
"4085","Mississippi",2023-06-03,0.03
"4086","Nebraska",2023-06-03,0.02
"4087","New Mexico",2023-06-03,0
"4088","Rhode Island",2023-06-03,0.01
"4089","South Dakota",2023-06-03,0.02
"4090","Utah",2023-06-03,0.01
"4091","Arizona",2023-06-10,0.01
"4092","Colorado",2023-06-10,0.01
"4093","Florida",2023-06-10,0.08
"4094","Hawaii",2023-06-10,0.03
"4095","Indiana",2023-06-10,0.01
"4096","Kansas",2023-06-10,0
"4097","Kentucky",2023-06-10,0.02
"4098","Nevada",2023-06-10,0
"4099","New Jersey",2023-06-10,0.01
"4100","Oklahoma",2023-06-10,0.02
"4101","Oregon",2023-06-10,0.01
"4102","South Dakota",2023-06-10,0
"4103","Tennessee",2023-06-10,0.04
"4104","United States",2023-06-10,0.02
"4105","West Virginia",2023-06-10,0.02
"4106","Colorado",2023-06-17,0.01
"4107","District of Columbia",2023-06-17,0.01
"4108","Hawaii",2023-06-17,0.03
"4109","Maryland",2023-06-17,0.01
"4110","Montana",2023-06-17,0
"4111","New Hampshire",2023-06-17,0
"4112","New York",2023-06-17,0
"4113","North Dakota",2023-06-17,0
"4114","Ohio",2023-06-17,0
"4115","Oregon",2023-06-17,0.01
"4116","Texas",2023-06-17,0.05
"4117","Alabama",2023-06-24,0.05
"4118","Alaska",2023-06-24,0.01
"4119","Arkansas",2023-06-24,0.01
"4120","Delaware",2023-06-24,0.02
"4121","Florida",2023-06-24,0.09
"4122","Hawaii",2023-06-24,0.01
"4123","Idaho",2023-06-24,0
"4124","Indiana",2023-06-24,0.03
"4125","Kansas",2023-06-24,0
"4126","Montana",2023-06-24,0
"4127","New Jersey",2023-06-24,0
"4128","Tennessee",2023-06-24,0.03
"4129","United States",2023-06-24,0.02
"4130","Utah",2023-06-24,0.01
"4131","Vermont",2023-06-24,0.04
"4132","Virginia",2023-06-24,0.02
"4133","Washington",2023-06-24,0
"4134","West Virginia",2023-06-24,0.01
"4135","Wisconsin",2023-06-24,0
"4136","Colorado",2023-07-01,0
"4137","Hawaii",2023-07-01,0.04
"4138","Maryland",2023-07-01,0.01
"4139","Minnesota",2023-07-01,0.01
"4140","New York",2023-07-01,0.01
"4141","North Carolina",2023-07-01,0.01
"4142","Oklahoma",2023-07-01,0
"4143","Oregon",2023-07-01,0.01
"4144","Rhode Island",2023-07-01,0.02
"4145","South Dakota",2023-07-01,0
"4146","Texas",2023-07-01,0.06
"4147","Wisconsin",2023-07-01,0
"4148","Wyoming",2023-07-01,0
"4149","Arizona",2023-07-08,0.01
"4150","California",2023-07-08,0.01
"4151","District of Columbia",2023-07-08,0.04
"4152","Florida",2023-07-08,0.1
"4153","Illinois",2023-07-08,0.02
"4154","Indiana",2023-07-08,0
"4155","Montana",2023-07-08,0.04
"4156","Ohio",2023-07-08,0
"4157","South Carolina",2023-07-08,0.03
"4158","South Dakota",2023-07-08,0
"4159","Tennessee",2023-07-08,0.04
"4160","Vermont",2023-07-08,0
"4161","Washington",2023-07-08,0.01
"4162","Alabama",2023-07-15,0.04
"4163","Alaska",2023-07-15,0.01
"4164","Arkansas",2023-07-15,0.03
"4165","Delaware",2023-07-15,0.02
"4166","Hawaii",2023-07-15,0
"4167","Idaho",2023-07-15,0.02
"4168","Indiana",2023-07-15,0.01
"4169","Iowa",2023-07-15,0.03
"4170","Kansas",2023-07-15,0.02
"4171","Maryland",2023-07-15,0.01
"4172","Minnesota",2023-07-15,0.02
"4173","Montana",2023-07-15,0.01
"4174","New Mexico",2023-07-15,0
"4175","North Dakota",2023-07-15,0.02
"4176","Ohio",2023-07-15,0
"4177","South Carolina",2023-07-15,0.01
"4178","Tennessee",2023-07-15,0.03
"4179","United States",2023-07-15,0.02
"4180","Vermont",2023-07-15,0
"4181","Wyoming",2023-07-15,0
"4182","Alabama",2023-07-22,0.04
"4183","Arizona",2023-07-22,0.01
"4184","Arkansas",2023-07-22,0.03
"4185","California",2023-07-22,0.01
"4186","District of Columbia",2023-07-22,0.04
"4187","Florida",2023-07-22,0.1
"4188","Louisiana",2023-07-22,0.02
"4189","Maine",2023-07-22,0.01
"4190","North Carolina",2023-07-22,0.01
"4191","Oregon",2023-07-22,0
"4192","Pennsylvania",2023-07-22,0.01
"4193","West Virginia",2023-07-22,0.03
"4194","Alabama",2023-07-29,0.01
"4195","Alaska",2023-07-29,0
"4196","California",2023-07-29,0.01
"4197","Delaware",2023-07-29,0.02
"4198","District of Columbia",2023-07-29,0.01
"4199","Iowa",2023-07-29,0.04
"4200","New Jersey",2023-07-29,0.01
"4201","New Mexico",2023-07-29,0.01
"4202","New York",2023-07-29,0.01
"4203","North Dakota",2023-07-29,0.02
"4204","Oregon",2023-07-29,0
"4205","Texas",2023-07-29,0.08
"4206","Utah",2023-07-29,0
"4207","Virginia",2023-07-29,0.02
"4208","West Virginia",2023-07-29,0.02
"4209","Alaska",2023-08-05,0
"4210","Arizona",2023-08-05,0.03
"4211","Colorado",2023-08-05,0.01
"4212","Illinois",2023-08-05,0.02
"4213","Indiana",2023-08-05,0.02
"4214","Maryland",2023-08-05,0.04
"4215","Michigan",2023-08-05,0.01
"4216","Mississippi",2023-08-05,0.05
"4217","North Carolina",2023-08-05,0.02
"4218","Pennsylvania",2023-08-05,0.01
"4219","Utah",2023-08-05,0.01
"4220","Virginia",2023-08-05,0.03
"4221","Wyoming",2023-08-05,0
"4222","Connecticut",2023-08-12,0
"4223","Kansas",2023-08-12,0.03
"4224","Maryland",2023-08-12,0.04
"4225","Minnesota",2023-08-12,0.03
"4226","Pennsylvania",2023-08-12,0.01
"4227","South Dakota",2023-08-12,0.04
"4228","Utah",2023-08-12,0.01
"4229","Virginia",2023-08-12,0.04
"4230","Washington",2023-08-12,0.01
"4231","Wisconsin",2023-08-12,0.01
"4232","Wyoming",2023-08-12,0
"4233","Alaska",2023-08-19,0.01
"4234","Colorado",2023-08-19,0.01
"4235","Delaware",2023-08-19,0.05
"4236","Florida",2023-08-19,0.17
"4237","Indiana",2023-08-19,0.02
"4238","Kentucky",2023-08-19,0.06
"4239","Maryland",2023-08-19,0.03
"4240","New Hampshire",2023-08-19,0
"4241","New Mexico",2023-08-19,0
"4242","New York",2023-08-19,0.01
"4243","North Carolina",2023-08-19,0.03
"4244","Pennsylvania",2023-08-19,0.01
"4245","Tennessee",2023-08-19,0.08
"4246","Utah",2023-08-19,0.01
"4247","Virginia",2023-08-19,0.05
"4248","Washington",2023-08-19,0.02
"4249","Wisconsin",2023-08-19,0.01
"4250","Alabama",2023-08-26,0.07
"4251","California",2023-08-26,0.02
"4252","District of Columbia",2023-08-26,0.17
"4253","Hawaii",2023-08-26,0.09
"4254","Idaho",2023-08-26,0
"4255","Michigan",2023-08-26,0
"4256","Minnesota",2023-08-26,0.02
"4257","Montana",2023-08-26,0.01
"4258","Nebraska",2023-08-26,0.02
"4259","New Hampshire",2023-08-26,0
"4260","New Jersey",2023-08-26,0.02
"4261","New Mexico",2023-08-26,0.01
"4262","New York",2023-08-26,0.01
"4263","Ohio",2023-08-26,0.01
"4264","South Dakota",2023-08-26,0
"4265","Washington",2023-08-26,0.01
"4266","Arkansas",2023-09-02,0.04
"4267","Florida",2023-09-02,0.25
"4268","Louisiana",2023-09-02,0.04
"4269","Maryland",2023-09-02,0.05
"4270","Massachusetts",2023-09-02,0.07
"4271","New Hampshire",2023-09-02,0.02
"4272","Pennsylvania",2023-09-02,0.01
"4273","South Dakota",2023-09-02,0
"4274","United States",2023-09-02,0.06
"4275","Vermont",2023-09-02,0.02
"4276","Connecticut",2023-09-09,0.01
"4277","Maryland",2023-09-09,0.08
"4278","Montana",2023-09-09,0.01
"4279","New Jersey",2023-09-09,0.03
"4280","North Carolina",2023-09-09,0.06
"4281","South Carolina",2023-09-09,0.1
"4282","Texas",2023-09-09,0.12
"4283","West Virginia",2023-09-09,0.04
"4284","Alabama",2023-09-16,0.13
"4285","Arkansas",2023-09-16,0.02
"4286","California",2023-09-16,0.03
"4287","Colorado",2023-09-16,0.02
"4288","Delaware",2023-09-16,0.14
"4289","District of Columbia",2023-09-16,0.22
"4290","Florida",2023-09-16,0.28
"4291","Hawaii",2023-09-16,0.1
"4292","Idaho",2023-09-16,0
"4293","Kansas",2023-09-16,0.02
"4294","Kentucky",2023-09-16,0.1
"4295","Minnesota",2023-09-16,0.03
"4296","Nebraska",2023-09-16,0.02
"4297","New Jersey",2023-09-16,0.05
"4298","Pennsylvania",2023-09-16,0.03
"4299","South Dakota",2023-09-16,0
"4300","Vermont",2023-09-16,0
"4301","Virginia",2023-09-16,0.09
"4302","Alaska",2023-09-23,0.07
"4303","California",2023-09-23,0.05
"4304","Colorado",2023-09-23,0.02
"4305","Florida",2023-09-23,0.41
"4306","Illinois",2023-09-23,0.08
"4307","Michigan",2023-09-23,0.03
"4308","Nebraska",2023-09-23,0.01
"4309","Washington",2023-09-23,0.03
"4310","Alabama",2023-09-30,0.35
"4311","Arkansas",2023-09-30,0.11
"4312","District of Columbia",2023-09-30,0.32
"4313","Hawaii",2023-09-30,0.11
"4314","Kansas",2023-09-30,0.03
"4315","Louisiana",2023-09-30,0.31
"4316","Nevada",2023-09-30,0.03
"4317","New Hampshire",2023-09-30,0.03
"4318","Rhode Island",2023-09-30,0.05
"4319","South Dakota",2023-09-30,0
"4320","West Virginia",2023-09-30,0.04
"4321","Arkansas",2023-10-07,0.18
"4322","Connecticut",2023-10-07,0.09
"4323","Indiana",2023-10-07,0.14
"4324","Kentucky",2023-10-07,0.18
"4325","Maine",2023-10-07,0.01
"4326","Maryland",2023-10-07,0.25
"4327","Minnesota",2023-10-07,0.02
"4328","Nebraska",2023-10-07,0.03
"4329","New Jersey",2023-10-07,0.13
"4330","North Dakota",2023-10-07,0.06
"4331","Ohio",2023-10-07,0.04
"4332","Rhode Island",2023-10-07,0.07
"4333","Texas",2023-10-07,0.4
"4334","Utah",2023-10-07,0.05
"4335","Wyoming",2023-10-07,0.08
"4336","District of Columbia",2023-10-14,1.02
"4337","Idaho",2023-10-14,0.03
"4338","Maryland",2023-10-14,0.38
"4339","Massachusetts",2023-10-14,0.25
"4340","Nebraska",2023-10-14,0.05
"4341","South Carolina",2023-10-14,0.46
