"","state","date","percent_visits_rsv","rsv_ww","hosp_rate","age","N_epic","search_volume","search_volume_vax","month","season","rsv_novax","rsv_novax2","percent_visits_rsv_3m","rsv_ww_3m","hosp_rate_3m","N_epic_3m","google_3m_a","google_3m_b","google_3m_c","MMWRyear","MMWRweek","epiyr","epiwk"
"1","Alabama",2023-07-01,0.02,1.259252976,NA,"Total",NA,443.2,0,7,1,443.2,443.2,NA,NA,NA,NA,NA,NA,NA,2023,26,2022,52
"2","Alabama",2023-07-08,0.02,1.240417485,NA,"Total",NA,260.04,0,7,1,260.04,260.04,NA,NA,NA,NA,NA,NA,NA,2023,27,2023,1
"3","Alabama",2023-07-15,0.04,1.234004334,NA,"Total",NA,318.36,0,7,1,318.36,318.36,1.65631469979296,6.36271219872999,NA,NA,7.98053923322454,8.888919825702,12.2490388832886,2023,28,2023,2
"4","Alabama",2023-07-22,0.04,1.389908728,NA,"Total",NA,380.29,0,7,1,380.29,380.29,2.0703933747412,6.58536815907177,NA,NA,7.48909862715352,8.34154125656054,11.4947446035826,2023,29,2023,3
"5","Alabama",2023-07-29,0.01,1.44297711,NA,"Total",NA,225.09,0,7,1,225.09,225.09,1.86335403726708,6.9305585325568,NA,NA,7.21607606822517,8.03744205148195,11.0756922259681,2023,30,2023,4
"6","Alabama",2023-08-05,0.04,1.504296546,NA,"Total",NA,610.42,148.26,8,1,462.16,207.1528,1.86335403726708,7.39117485533274,NA,NA,9.49759162074628,9.28864278654063,9.74231192359765,2023,31,2023,5
"7","Alabama",2023-08-12,0.05,1.789849322,NA,"Total",NA,752.15,212.98,8,1,539.17,172.8444,2.0703933747412,8.07273043687907,NA,NA,12.4024891533098,10.6710542801854,7.25502803502371,2023,32,2023,6
"8","Alabama",2023-08-19,0.06,2.694947604,NA,"Total",NA,921.26,251.97,8,1,669.29,235.9016,3.1055900621118,10.2062659942049,NA,NA,17.8408329258175,14.5360290125433,7.38465969985394,2023,33,2023,7
"9","Alabama",2023-08-26,0.07,1.881078309,NA,"Total",NA,1038.58,270.93,8,1,767.65,301.6504,3.72670807453416,10.8483556381422,NA,NA,21.1855350382857,17.1940909913547,8.51769100053665,2023,34,2023,8
"10","Alabama",2023-09-02,0.1,1.387209386,NA,"Total",12,1032.83,352.11,9,1,680.72,75.0907999999998,4.76190476190476,10.1621999944011,NA,NA,23.3781522583145,18.4257145243697,7.34562008493226,2023,35,2023,9
"11","Alabama",2023-09-09,0.1,2.053030532,NA,"Total",NA,1200.08,325.49,9,1,874.59,314.7472,5.59006211180124,9.06828212290972,NA,NA,25.5562395224175,20.2120254486225,8.29098306474454,2023,36,2023,10
"12","Alabama",2023-09-16,0.13,1.965663332,NA,"Total",19,1278.98,507.91,9,1,771.07,0,6.83229813664596,9.21242701694085,NA,NA,27.4341972668059,20.2417827957289,4.67417856321795,2023,37,2023,11
"13","Alabama",2023-09-23,0.2,2.052708253,NA,"Total",18,1706.99,419.67,9,1,1287.32,565.4876,8.90269151138716,10.346531616777,NA,NA,32.7006032275251,25.5197964667066,10.5540625407437,2023,38,2023,12
"14","Alabama",2023-09-30,0.35,4.685482504,NA,"Total",21,1720.06,443.85,9,1,1276.21,512.788,14.0786749482402,14.832603702446,NA,9.47712418300654,36.762585207255,29.0142835266111,12.9285823720647,2023,39,2023,13
"15","Alabama",2023-10-07,0.45,3.716567018,NA,"Total",39,1564.52,374.75,10,1,1189.77,545.2,20.703933747412,17.8163922896664,NA,12.7450980392157,38.9931677959932,32.6573833024739,19.4655596617759,2023,40,2023,14
"16","Alabama",2023-10-14,0.65,6.648519707,NA,"Total",56,1811.24,421.99,10,1,1389.25,663.4272,30.0207039337474,25.6483078171216,NA,18.9542483660131,39.8075483902215,33.5442740599463,20.6398607273728,2023,41,2023,15
"17","Alabama",2023-10-21,0.78,6.760876116,NA,"Total",99,1959.28,453.41,10,1,1505.87,726.0048,38.9233954451346,29.1850733302623,NA,31.6993464052288,41.6762882055817,35.542540824992,23.1963416139922,2023,42,2023,16
"18","Alabama",2023-10-28,0.87,6.945579156,NA,"Total",121,3000.22,550.9,10,1,2449.32,1501.772,47.6190476190476,34.6877686768986,NA,45.0980392156863,52.8916955833621,46.5018585290473,34.6656912837897,2023,43,2023,17
"19","Alabama",2023-11-04,1.1,10.17255915,NA,"Total",123,3035.63,461.29,11,0,2574.34,1462.6311,56.935817805383,40.6932324582674,NA,56.0457516339869,62.4563906027119,56.813301360137,44.2481889803205,2023,44,2023,18
"20","Alabama",2023-11-11,1.42,12.10829233,NA,"Total",151,3791.73,507.89,11,0,3283.84,2059.8251,70.1863354037267,49.8059892581011,NA,64.5424836601307,76.7711313211167,72.2833804346313,60.2407660339811,2023,45,2023,19
"21","Alabama",2023-11-18,1.62,12.64753157,NA,"Total",163,4761.48,514.38,11,0,4247.1,3007.4442,85.7142857142857,59.5229261026599,NA,71.4052287581699,90.5297496941679,87.9258258968969,78.2938566010198,2023,46,2023,20
"22","Alabama",2023-11-25,1.79,16.31398681,NA,"Total",137,3977.42,420.94,11,0,3556.48,2542.0146,100,69.9887911914536,NA,73.6928104575163,97.8868288293074,96.4714051036461,91.2357227536041,2023,47,2023,21
"23","Alabama",2023-12-02,1.4,15.78148189,NA,"Total",137,4062.24,372.86,12,0,3689.38,2790.7874,99.5859213250518,76.2484279581474,NA,71.4052287581699,100,100,100,2023,48,2023,22
"24","Alabama",2023-12-09,1.14,15.18043452,NA,"Total",117,3374.97,309.36,12,0,3065.61,2320.0524,89.648033126294,80.5648543699351,NA,63.8888888888889,89.1688552738272,89.7198806921803,91.7581353893366,2023,49,2023,23
"25","Alabama",2023-12-16,1.05,14.97095312,NA,"Total",111,3749.67,462.93,12,0,3286.74,2171.0787,74.3271221532091,78.2761341915972,NA,59.640522875817,87.3897168533428,87.3728787013963,87.3105940205938,2023,50,2023,24
"26","Alabama",2023-12-23,0.87,20.08665404,NA,"Total",90,4130.71,616.09,12,0,3514.62,2029.8431,63.3540372670807,85.6127590613155,NA,51.9607843137255,87.924591091106,85.8522956662165,78.1868309834786,2023,51,2023,25
"27","Alabama",2023-12-30,0.73,15.7770925,NA,"Total",69,3397.01,428.23,12,0,2968.78,1936.7457,54.8654244306418,86.6295490112328,NA,44.1176470588235,88.0967632570224,85.0097799000432,73.5909630581409,2023,52,2023,26
"28","Alabama",2024-01-06,0.46,10.888774,NA,"Total",49,2871,378.32,1,0,2492.68,1580.9288,42.6501035196687,79.6729359395727,NA,33.9869281045752,81.2327652068488,78.1006807645724,66.5150340525919,2024,1,2023,27
"29","Alabama",2024-01-13,0.32,5.748541028,NA,"Total",42,1802.61,310.24,1,0,1492.37,744.6916,31.2629399585921,55.2387547167216,NA,26.1437908496732,63.0461037063887,60.5051266166418,51.1059985255591,2024,2,2023,28
"30","Alabama",2024-01-20,0.28,7.408211539,NA,"Total",35,1247.07,149.99,1,0,1097.08,735.6041,21.9461697722567,40.9769928054853,NA,20.5882352941176,46.2511932531009,44.219504809901,36.7042462127797,2024,3,2023,29
"31","Alabama",2024-01-27,0.25,5.503749799,NA,"Total",47,1002.93,202.09,1,0,800.84,313.8031,17.5983436853002,31.800146653795,NA,20.2614379084967,31.6581960669128,29.498841029639,21.5113409961447,2024,4,2023,30
"32","Alabama",2024-02-03,0.16,8.387490177,NA,"Total",44,927.75,192.82,2,0,734.93,270.2338,14.2857142857143,36.2972908519603,NA,20.5882352941176,24.8239609909742,22.9083717336526,15.8225664849078,2024,5,2023,31
"33","Alabama",2024-02-10,0.16,2.925569177,NA,"Total",29,771.49,186.51,2,0,584.98,135.4909,11.8012422360248,28.6582315323226,NA,19.6078431372549,21.1088231204408,18.4526005485097,8.62717697710171,2024,6,2023,32
"34","Alabama",2024-02-17,0.15,2.681236423,NA,"Total",16,748.94,0,2,0,748.94,748.94,9.73084886128364,23.8482678170565,NA,14.5424836601307,19.124702956143,18.001019754702,13.8444917849068,2024,7,2023,33
"35","Alabama",2024-02-24,0.12,3.204006592,NA,"Total",15,672.53,135.24,2,0,537.29,211.3616,8.90269151138716,15.0148755027705,NA,9.80392156862745,17.1309742726039,16.2813583271846,13.138610944123,2024,8,2023,34
"36","Alabama",2024-03-02,0.12,4.575678965,NA,"Total",NA,722.79,149.99,3,0,572.8,211.3241,8.07453416149068,17.8268969705779,NA,NA,16.7505394050842,16.1753804067882,14.0478550861005,2024,9,2023,35
"37","Alabama",2024-03-09,0.1,3.570093947,NA,"Total",20,581.76,127.03,3,0,454.73,148.5877,7.03933747412008,19.3416364488157,NA,NA,15.4445619686997,13.6154654675558,6.84959875644918,2024,10,2023,36
"38","Alabama",2024-03-16,0.07,1.894355547,NA,"Total",18,568.89,0,3,0,568.89,568.89,6.00414078674948,17.1098050393795,NA,NA,14.6349465750707,13.890416394036,11.1363834799025,2024,11,2023,37
"39","Alabama",2024-03-23,0.08,3.349563711,NA,"Total",13,509.97,0,3,0,509.97,509.97,5.175983436853,15.0203304836089,NA,8.33333333333333,12.9724383922057,13.3437339031894,14.7171638650188,2024,12,2023,38
"40","Alabama",2024-03-30,0.09,1.559666285,NA,"Total",NA,562.19,0,3,0,562.19,562.19,4.96894409937888,11.5942761773255,NA,NA,12.8195613828143,14.2787410727959,19.6762776619232,2024,13,2023,39
"41","Alabama",2024-04-06,0.08,1.464319207,NA,"Total",NA,445.93,0,4,0,445.93,445.93,5.175983436853,10.8614331696593,NA,NA,11.8590219308593,13.2088687335552,18.2019806561586,2024,14,2023,40
"42","Alabama",2024-04-13,0.05,1.835410766,NA,"Total",NA,298.5,0,4,0,298.5,298.5,4.55486542443064,8.28110147424863,NA,NA,10.2070596837469,11.3688727708093,15.6664439953823,2024,15,2023,41
"43","Alabama",2024-04-20,0.06,1.969792043,NA,"Total",NA,357.6,0,4,0,357.6,357.6,3.93374741200828,8.98001402199771,NA,NA,8.60884264995149,9.58873954142362,13.2133989042194,2024,16,2023,42
"44","Alabama",2024-04-27,0.04,1.526890667,NA,"Total",NA,304.12,0,4,0,304.12,304.12,3.1055900621118,9.08664467777081,NA,NA,7.50105068767313,8.35485375395024,11.5130893857786,2024,17,2023,43
"45","Alabama",2024-05-04,0.06,1.394467589,NA,"Total",NA,296.56,0,5,0,296.56,296.56,3.31262939958592,8.33521487060019,NA,NA,7.48589578740644,8.33797385529924,11.4898286815562,2024,18,2023,44
"46","Alabama",2024-05-11,0.04,1.384582438,NA,"Total",NA,276.1,0,5,0,276.1,276.1,2.89855072463768,7.33793457786183,NA,NA,6.84923374012002,7.62884409238351,10.5126393031419,2024,19,2023,45
"47","Alabama",2024-05-18,0.02,1.679875092,NA,"Total",NA,355.57,0,5,0,355.57,355.57,2.48447204968944,7.59864176866128,NA,NA,7.25115106935789,8.07650944578246,11.1295275671838,2024,20,2023,46
"48","Alabama",2024-05-25,0.03,1.289771338,NA,"Total",NA,301.13,0,5,0,301.13,301.13,1.86335403726708,7.4202244854284,NA,NA,7.28685101483149,8.11627291837786,11.1843221126973,2024,21,2023,47
"49","Alabama",2024-06-01,0.01,1.39367705,NA,"Total",NA,361.05,0,6,0,361.05,361.05,1.24223602484472,7.43572299611621,NA,NA,7.95046378681899,8.85542105776058,12.2028771764555,2024,22,2023,48
"50","Alabama",2024-06-08,0.03,1.19849732,NA,"Total",NA,334.2,0,6,0,334.2,334.2,1.44927536231884,6.61538689555289,NA,NA,7.78352552975751,8.66948114323899,11.9466497283977,2024,23,2023,49
"51","Alabama",2024-06-15,0.04,1.503135696,NA,"Total",NA,182.83,0,6,0,182.83,182.83,1.65631469979296,6.97899006882304,NA,NA,6.85938908565956,7.64015536467542,10.5282263729817,2024,24,2023,50
"52","Alabama",2024-06-22,0.03,1.462855297,NA,"Total",NA,259.27,0,6,0,259.27,259.27,2.0703933747412,7.09687962810204,NA,NA,6.06430364795635,6.75456975400593,9.30787870506748,2024,25,2023,51
"53","Alabama",2024-06-29,0,1.250864443,NA,"Total",NA,311.3,0,6,0,311.3,311.3,1.44927536231884,7.18612064415697,NA,NA,5.88541333037526,6.55531734209464,9.03330647481366,2024,26,2023,52
"54","Alabama",2024-07-06,0.01,1.455823312,NA,"Total",NA,330.42,0,7,1,330.42,330.42,0.82815734989648,7.10549362135603,NA,NA,7.03835752128326,7.83949478637357,10.8029185037727,2024,27,2024,1
"55","Alabama",2024-07-13,0.03,1.297863627,NA,"Total",NA,270.68,0,7,1,270.68,270.68,0.82815734989648,6.8243243795132,NA,NA,7.12749020790336,7.93877295318177,10.9397250167507,2024,28,2024,2
"56","Alabama",2024-07-20,0.04,1.644162701,NA,"Total",NA,261.14,0,7,1,261.14,261.14,1.65631469979296,7.49456047700809,NA,NA,6.73565010616242,7.50233186228787,10.3383039220113,2024,29,2024,3
"57","Alabama",2024-07-27,0.02,1.399830199,NA,"Total",NA,329,128.56,7,1,200.44,0,1.86335403726708,7.39914025894114,NA,NA,6.72455734411154,6.37137865267085,6.37655037089912,2024,30,2024,4
"58","Alabama",2024-08-03,0.03,1.368115098,NA,"Total",NA,413.75,158.06,8,1,255.69,0,1.86335403726708,7.51885874436173,NA,NA,7.84219217975899,6.24095098216648,3.13108262919145,2024,31,2024,5
"59","Alabama",2024-08-10,0.02,1.436877805,NA,"Total",NA,379.68,0,8,1,379.68,379.68,1.44927536231884,7.16561583789385,NA,NA,8.76820345687962,7.27236499561471,4.552383597501,2024,32,2024,6
"60","Alabama",2024-08-17,0.04,1.933549344,NA,"Total",NA,642.03,234.11,8,1,407.92,5.25079999999991,1.86335403726708,8.07514907285446,NA,NA,11.2135325447577,9.07764405340313,4.61534097158906,2024,33,2024,7
"61","Alabama",2024-08-24,0.03,1.727476266,NA,"Total",NA,631.42,0,8,1,631.42,631.42,1.86335403726708,8.68755154841164,NA,NA,12.9139279782894,12.3468627751249,12.1861006932865,2024,34,2024,8
"62","Alabama",2024-08-31,0.04,1.548444826,NA,"Total",NA,668.7,158.71,8,1,509.99,237.0088,2.27743271221532,8.87767759967976,NA,NA,15.1716956458565,13.4806873077084,10.4754653405795,2024,35,2024,9
"63","Alabama",2024-09-07,0.05,1.781001942,NA,"Total",NA,748.26,178.64,9,1,569.62,262.3592,2.48447204968944,8.61771515814903,NA,NA,16.001543612522,14.8876355612479,13.5582088691818,2024,36,2024,10
"64","Alabama",2024-09-14,0.08,1.542885865,NA,"Total",NA,861.99,269.95,9,1,592.04,127.726,3.51966873706004,8.30314689478983,NA,NA,17.802711321023,14.54499102059,7.51889074929227,2024,37,2024,11
"65","Alabama",2024-09-21,0.09,1.711573726,NA,"Total",NA,903.93,288.35,9,1,615.58,119.618,4.55486542443064,8.58114171195638,NA,NA,19.640282037381,15.4637273600535,6.11136875072105,2024,38,2024,12
"66","Alabama",2024-09-28,0.1,1.506819921,NA,"Total",NA,945.2,350.17,9,1,595.03,0,5.59006211180124,8.11389660211839,NA,NA,21.1787387685784,15.6848192284668,2.96566784803067,2024,39,2024,13
"67","Alabama",2024-10-05,0.11,1.457603242,NA,"Total",NA,1026.42,356.84,10,1,669.58,55.8152000000001,6.2111801242236,7.968562898597,NA,NA,22.4632337432447,16.3594931157857,2.10345349277579,2024,40,2024,14
"68","Alabama",2024-10-12,0.15,1.432962077,NA,"Total",NA,962.91,306.53,10,1,656.38,129.1484,7.45341614906832,7.49376907344262,NA,NA,22.9239739585693,16.7144930461778,2.21772350077627,2024,41,2024,15
"69","Alabama",2024-10-19,0.32,3.32951017,NA,"Total",23,1153.33,364.42,10,1,788.91,162.1076,12.008281573499,10.599892160903,NA,NA,24.5498447794493,18.4014387938355,4.16140233366252,2024,42,2024,16
"70","Alabama",2024-10-26,0.37,2.452116312,NA,"Total",28,1215.55,308,10,1,907.55,377.79,17.3913043478261,12.2946836973163,NA,NA,26.0272913193669,20.4720106917626,8.0218974830743,2024,43,2024,17
"71","Alabama",2024-11-02,0.47,3.253555433,NA,"Total",34,1383.91,333.94,11,0,1049.97,245.1746,24.0165631469979,15.3972333812525,NA,13.8888888888889,29.3160609133249,23.8966288928179,9.41305785433528,2024,44,2024,18
"72","Alabama",2024-11-09,0.67,6.623900813,NA,"Total",55,1491.48,153.08,11,0,1338.4,969.4772,31.2629399585921,21.0113429870673,NA,19.1176470588235,31.9576225242439,28.6777296710334,19.093462732551,2024,45,2024,19
"73","Alabama",2024-11-16,0.86,9.649424642,NA,"Total",89,2168.45,493.35,11,0,1675.1,486.1265,41.407867494824,33.2765787196057,NA,29.0849673202614,39.4014908047252,35.3561658615361,20.3924231876992,2024,46,2024,20
"74","Alabama",2024-11-23,1.01,10.89403671,NA,"Total",130,2580.2,443.91,11,0,2136.29,1066.4669,52.5879917184265,46.2970441041213,NA,44.7712418300654,48.7466741243358,44.8082130278014,30.2397619868823,2024,47,2024,21
"75","Alabama",2024-11-30,1.26,14.80333009,NA,"Total",119,2469.97,281.46,11,0,2188.51,1510.1914,64.8033126293996,60.2359534352477,NA,55.2287581699346,56.3904464758607,52.2050020186271,36.7229542936035,2024,48,2024,22
"76","Alabama",2024-12-07,1.23,16.05967125,NA,"Total",166,2978.11,271.46,12,0,2706.65,2052.4314,72.463768115942,71.1599241956924,NA,67.8104575163399,62.7153519139702,61.1804965822556,55.5030341910051,2024,49,2024,23
"77","Alabama",2024-12-14,1.18,18.11791475,NA,"Total",192,3457.96,317.01,12,0,3140.95,2376.9559,75.9834368530021,83.4704384881525,NA,77.9411764705882,69.5722412222662,69.9220218290153,71.2158677042412,2024,50,2024,24
"78","Alabama",2024-12-21,1.28,20.31368528,NA,"Total",216,4552.81,532.93,12,0,4019.88,2735.5187,76.3975155279503,92.8608664476792,NA,93.7908496732026,85.8429796096285,85.8567331653465,85.9076078593459,2024,51,2024,25
"79","Alabama",2024-12-28,1.23,16.01884021,NA,"Total",182,3768.63,346.92,12,0,3421.71,2585.6328,76.3975155279503,92.7912845556937,NA,96.4052287581699,92.0183671141789,92.0784549846167,92.3007212904578,2024,52,2024,26
"80","Alabama",2025-01-04,1.1,22.34802894,NA,"Total",214,3099.54,397.16,1,0,2702.38,1745.2244,74.7412008281573,100,NA,100,89.2184602308857,88.2624667622614,84.7262266670258,2025,1,2024,27
"81","Alabama",2025-01-11,0.75,12.52442081,NA,"Total",138,2077.77,259.79,1,0,1817.98,1191.8861,63.768115942029,86.7259869207749,NA,87.2549019607843,69.8839322122873,69.1037817933761,66.2179888646453,2025,2,2024,28
"82","Alabama",2025-01-18,0.39,8.367222318,NA,"Total",113,1908.02,234.19,1,0,1673.83,1109.4321,46.3768115942029,73.6865431624041,NA,75.9803921568627,55.3492110858877,53.8955151675461,48.5182631659003,2025,3,2024,29
"83","Alabama",2025-01-25,NA,11.75598418,NA,"Total",27,1559.49,197.6,1,0,1361.89,885.674,NA,55.6361943494337,NA,45.4248366013072,43.3186419334528,42.2319402486392,38.212207692382,2025,4,2024,30
"84","Alabama",2025-02-01,NA,NA,NA,NA,NA,1524.43,191.13,2,0,1333.3,872.6767,NA,NA,NA,NA,38.9960581635698,38.0147498990687,34.3848698375355,2025,5,2024,31
"85","Alabama",2025-02-08,NA,NA,NA,NA,NA,1359.82,174.64,2,0,1185.18,764.2976,NA,NA,NA,NA,34.7136270675893,33.7630166641144,30.2466886409181,2025,6,2024,32
"86","Alabama",2025-02-15,NA,NA,NA,NA,NA,977.64,0,2,0,977.64,977.64,NA,NA,NA,NA,30.16832875822,30.4196656039871,31.3493659215959,2025,7,2024,33
"87","Alabama",2025-02-22,NA,NA,NA,NA,NA,1213.82,0,2,0,1213.82,1213.82,NA,NA,NA,NA,27.7419042366539,29.380072670574,35.4396924157946,2025,8,2024,34
"88","Alabama",2025-02-22,NA,NA,NA,NA,NA,1203.16,0,2,0,1203.16,1203.16,NA,NA,NA,NA,26.518106981097,29.5365162673498,40.7016761687443,2025,8,2024,34
"89","Alabama",2025-03-01,NA,NA,NA,NA,NA,1002.23,106.15,3,0,896.08,640.2585,NA,NA,NA,NA,26.7101992478795,28.8268644457129,36.6564538586403,2025,9,2024,35
"90","Alabama",2025-03-01,NA,NA,NA,NA,NA,987.95,106.15,3,0,881.8,625.9785,NA,NA,NA,NA,24.9457470194061,25.9379655023597,29.6082026931052,2025,9,2024,35
"91","Alabama",2025-03-01,NA,NA,NA,NA,NA,979.85,106.15,3,0,873.7,617.8785,NA,NA,NA,NA,23.2012930098413,23.0713410644429,22.5906460651006,2025,9,2024,35
"92","Alabama",2025-03-08,NA,NA,NA,NA,NA,964.06,111.26,3,0,852.8,584.6634,NA,NA,NA,NA,22.903116441192,22.6947627069093,21.924057829372,2025,10,2024,36
"93","Alabama",2025-03-08,NA,NA,NA,NA,NA,945.74,111.26,3,0,834.48,566.3434,NA,NA,NA,NA,22.5733801833274,22.2830323954838,21.209029776603,2025,10,2024,36
"94","Alabama",2025-03-08,NA,NA,NA,NA,NA,946.39,111.26,3,0,835.13,566.9934,NA,NA,NA,NA,22.3119972127482,21.9474356475616,20.5989146939092,2025,10,2024,36
"95","Alabama",2025-03-15,NA,NA,NA,NA,NA,NA,57.17,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025,11,2024,37
"96","Alaska",2023-07-01,0.03,1.088417724,NA,NA,NA,0,0,7,1,0,0,NA,NA,NA,NA,NA,NA,NA,2023,26,2022,52
"97","Alaska",2023-07-08,0,2.153901309,NA,NA,NA,0,0,7,1,0,0,NA,NA,NA,NA,NA,NA,NA,2023,27,2023,1
"98","Alaska",2023-07-15,0.01,1.767962627,NA,NA,NA,0,0,7,1,0,0,0.679117147707979,8.39906094758567,NA,NA,0,0,0,2023,28,2023,2
"99","Alaska",2023-07-22,0,3.23255802,NA,NA,NA,0,0,7,1,0,0,0.169779286926995,11.9934227516441,NA,NA,0,0,0,2023,29,2023,3
"100","Alaska",2023-07-29,0,0.861305509,NA,NA,NA,0,0,7,1,0,0,0.169779286926995,9.82656035916268,NA,NA,0,0,0,2023,30,2023,4
"101","Alaska",2023-08-05,0,1.832561067,NA,NA,NA,0,0,8,1,0,0,0,9.93485092474317,NA,NA,0,0,0,2023,31,2023,5
"102","Alaska",2023-08-12,0.07,1.813388176,NA,NA,NA,0,0,8,1,0,0,1.18845500848896,7.55580423164136,NA,NA,0,0,0,2023,32,2023,6
"103","Alaska",2023-08-19,0.01,2.344467341,NA,NA,NA,1327.44,0,8,1,1327.44,1327.44,1.35823429541596,10.0421248554006,NA,NA,11.8636251514859,11.8636251514859,11.8636251514859,2023,33,2023,7
"104","Alaska",2023-08-26,0.07,1.51707324,NA,NA,NA,924.68,0,8,1,924.68,924.68,2.54668930390492,9.51325209594096,NA,NA,20.1276950191078,20.1276950191078,20.1276950191078,2023,34,2023,8
"105","Alaska",2023-09-02,0.03,2.044588792,NA,NA,NA,0,0,9,1,0,0,1.86757215619694,9.90082872270157,NA,NA,20.1276950191078,20.1276950191078,20.1276950191078,2023,35,2023,9
"106","Alaska",2023-09-09,0.06,2.059223851,NA,NA,NA,856.89,0,9,1,856.89,856.89,2.71646859083192,9.42265651203746,NA,NA,15.9222854977496,15.9222854977496,15.9222854977496,2023,36,2023,10
"107","Alaska",2023-09-16,0.05,1.589932915,NA,NA,NA,1766.94,806.28,9,1,960.66,0,2.37691001697793,9.5447959230474,NA,NA,23.4497495790569,16.2438467230784,7.65821563012773,2023,37,2023,11
"108","Alaska",2023-09-23,0.07,1.407730754,NA,NA,NA,2482.79,998.64,9,1,1484.15,0,3.05602716468591,8.4771893813182,NA,NA,45.6389934543791,29.5080238373569,7.65821563012773,2023,38,2023,12
"109","Alaska",2023-09-30,0.05,2.690708011,NA,NA,NA,2000.7,1155.22,9,1,845.48,0,2.88624787775891,9.53578734191169,NA,NA,55.8614766434656,29.4060501413868,0,2023,39,2023,13
"110","Alaska",2023-10-07,0.09,1.964430743,NA,NA,NA,1286.04,0,10,1,1286.04,1286.04,3.56536502546689,10.1635824032597,NA,NA,51.5635668808025,32.3140432347022,11.493624186266,2023,40,2023,14
"111","Alaska",2023-10-14,0.15,2.218095374,NA,NA,NA,1883.55,0,10,1,1883.55,1883.55,4.92359932088285,11.5220493109159,NA,NA,46.2080263397789,35.8835694547222,28.3273275205645,2023,41,2023,15
"112","Alaska",2023-10-21,0.18,6.514327248,NA,NA,NA,2158.44,1095.68,10,1,1062.76,0,7.13073005093378,17.9318308743588,NA,NA,47.617783640595,37.82544891663,28.3273275205645,2023,42,2023,16
"113","Alaska",2023-10-28,0.39,2.520407907,NA,NA,NA,2083.12,0,10,1,2083.12,2083.12,12.2241086587436,18.8638515476041,NA,NA,54.7414640598579,44.9491293358929,35.4510079398275,2023,43,2023,17
"114","Alaska",2023-11-04,0.6,6.843540014,NA,NA,NA,1960.31,859.46,11,0,1100.85,0,19.8641765704584,26.6177851739711,NA,NA,55.4274851731497,37.953966160105,18.6173046055289,2023,44,2023,18
"115","Alaska",2023-11-11,0.84,7.705788057,NA,NA,NA,2015.29,0,11,0,2015.29,2015.29,31.0696095076401,28.6151084045877,NA,NA,54.1481219322988,46.466937643219,36.6283974847084,2023,45,2023,19
"116","Alaska",2023-11-18,1.09,10.64312616,NA,NA,NA,2574.97,0,11,0,2574.97,2574.97,42.9541595925297,42.2317492037826,NA,NA,58.5438942690961,50.8627099800164,41.0241698215058,2023,46,2023,20
"117","Alaska",2023-11-25,1.04,10.47772004,NA,NA,NA,2372.21,0,11,0,2372.21,2372.21,50.4244482173175,48.3239614992631,NA,NA,62.2251357563928,62.2251357563928,62.2251357563928,2023,47,2023,21
"118","Alaska",2023-12-02,1.32,13.687191,NA,NA,NA,2871.12,838.8,12,0,2032.32,10.8119999999999,58.5738539898133,58.3509762021301,NA,NA,69.8738779318555,62.3773366365304,44.3106721147968,2023,48,2023,22
"119","Alaska",2023-12-09,1.38,23.05455222,NA,NA,NA,2610.22,0,12,0,2610.22,2610.22,63.4974533106961,79.1570567777266,NA,NA,70.1889149855753,62.6923736902502,44.6257091685167,2023,49,2023,23
"120","Alaska",2023-12-16,1.8,13.04275043,NA,NA,NA,2861.73,0,12,0,2861.73,2861.73,76.4006791171477,83.4569840153541,NA,NA,74.5638635965524,67.0673223012273,49.0006577794937,2023,50,2023,24
"121","Alaska",2023-12-23,1.91,13.20969604,NA,NA,NA,3774.52,0,12,0,3774.52,3774.52,86.4176570458404,82.6565281640946,NA,NA,82.6377493931627,82.6377493931627,82.6377493931627,2023,51,2023,25
"122","Alaska",2023-12-30,2.18,17.67768078,NA,NA,NA,3183.59,0,12,0,3183.59,3183.59,100,73.6429289302558,NA,NA,87.7620840170308,87.7620840170308,87.7620840170308,2023,52,2023,26
"123","Alaska",2024-01-06,1.72,20.6793463,NA,NA,NA,4231.05,0,1,0,4231.05,4231.05,98.641765704584,86.4446511680054,NA,NA,100,100,100,2024,1,2023,27
"124","Alaska",2024-01-13,1.09,20.9790946,NA,NA,NA,3382.32,0,1,0,3382.32,3382.32,84.7198641765705,99.468999190692,NA,NA,96.4948217739312,96.4948217739312,96.4948217739312,2024,2,2023,28
"125","Alaska",2024-01-20,1.03,17.99443805,NA,NA,NA,1869.23,0,1,0,1869.23,1869.23,65.195246179966,100,NA,NA,84.7480954781235,84.7480954781235,84.7480954781235,2024,3,2023,29
"126","Alaska",2024-01-27,0.7,7.408337634,NA,NA,NA,1835.84,0,1,0,1835.84,1835.84,47.8777589134126,77.7529452063437,NA,NA,63.3415734514476,63.3415734514476,63.3415734514476,2024,4,2023,30
"127","Alaska",2024-02-03,1.01,3.1412469,NA,NA,NA,1943.86,0,2,0,1943.86,1943.86,46.5195246179966,47.8502011745738,NA,NA,50.4857379821184,50.4857379821184,50.4857379821184,2024,5,2023,31
"128","Alaska",2024-02-10,0.55,4.394543956,NA,NA,NA,1125.53,0,2,0,1125.53,1125.53,38.3701188455008,25.0518143517028,NA,NA,43.8391264402332,43.8391264402332,43.8391264402332,2024,6,2023,32
